"Accessoire";"Age";"Age maximum recommande";"Age maximum (unite de mesure)";"Age minimum recommande";"Age minimum (unite de mesure)";"Animation";"Assemblage";"Avertissements de securite";"Caracteristiques";"Catégorie";"Couleur";"Couleur des cheveux";"Déguisement";"Echelle";"Editeur";"Emballage d'origine";"Epoque";"Etat 2";"Evolutif";"Fabricant";"Garantie constructeur";"Garantie Marchand";"Intéractif";"Kit de sécurité";"Lavage en machine";"Lot";"Marque";"Matiere";"Musique";"Nationalite";"Niveau";"Nom";"Nombre de joueurs maximum";"Nombre de pieces";"Objet";"Option";"Poids (g)";"Poids maximum recommande";"Poids maximum (unite de mesure)";"Public";"Qualite";"Radiocommandé";"Rarete";"Sexe";"Sonore, Musical";"Sous-theme";"Sous-type";"Style";"Taille";"Theme";"Traitement anti UV";"Type";"Unite de mesure d'age";"Univers";"Usage";"Veilleuse";"Voie"
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"K&amp;B";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeu collaboratif";"";"";"";"";"Geographie";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"K'Nex";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeu complet";"";"";"";"";"Globe terrestre";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"KEM";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeu d'action";"";"";"";"";"Gommette";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kaloo";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeu d'ambiance";"";"";"";"";"Helicoptere";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kapla";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeu de cartes";"";"";"";"";"Histoire";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kawasaki";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeu de dés";"";"";"";"";"Hélicoptère";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kestner";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeu de hasard";"";"";"";"";"Installation de jardin";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kibri";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeu de rôle";"";"";"";"";"Instrument de musique enfant";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kotobukiya";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeu de stratégie";"";"";"";"";"Interactif, Electronique";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kung Fu Panda";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeu educatif";"";"";"";"";"Jetons anciens";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kung Zhu Pets";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Jeu gonflable";"";"";"";"";"Jetons graves";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Kyosho";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lapin";"";"";"";"";"Jetons non graves";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LGB Lehmann";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Latex";"";"";"";"";"Jeu 3DS";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"LS Models";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Le Heraut Citadel";"";"";"";"";"Jeu coquin";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"La maison de Mickey";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Ligne droite";"";"";"";"";"Jeu d'adresse";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lamborghini";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Livre jeu, vivez l'aventure";"";"";"";"";"Jeu d'argent, Business";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lancia";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Livre, Manuel";"";"";"";"";"Jeu d'eau, de plage";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Leblon Delienne";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lot";"";"";"";"";"Jeu d'imitation";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lego";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lot de vetements";"";"";"";"";"Jeu de TV, Cinema, BD";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lehmann";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lot varie";"";"";"";"";"Jeu de bain";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lemaco";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lotus";"";"";"";"";"Jeu de bluff";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lesney";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Loup Ardent";"";"";"";"";"Jeu de cafe";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Liliput";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Loup Solitaire";"";"";"";"";"Jeu de cartes";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lilliputiens";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Magnetophone karaoke";"";"";"";"";"Jeu de cartes de societe";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lima";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Manege";"";"";"";"";"Jeu de cartes incomplet";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Littlest Pet Shop";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Manteau";"";"";"";"";"Jeu de chiffres, Lettres";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Logitoys";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Marionnette";"";"";"";"";"Jeu de construction";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Looney Tunes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Massues";"";"";"";"";"Jeu de creativite";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Lotus";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mercedes-Benz";"";"";"";"";"Jeu de culture generale";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MBK";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Metal";"";"";"";"";"Jeu de deduction";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MG";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Micro";"";"";"";"";"Jeu de des, Hasard";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"MRRC";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Militaire";"";"";"";"";"Jeu de figurines, Wargame";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Magmax";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mini";"";"";"";"";"Jeu de memoire";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Magnetix";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mini-complexe, Habitat";"";"";"";"";"Jeu de pions";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Majorette";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mobilier";"";"";"";"";"Jeu de role";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Marie d'O";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Modelage";"";"";"";"";"Jeu de societe";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Marklin";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moins de 200 jetons";"";"";"";"";"Jeu de strategie";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Marvel Legends";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moins de 25";"";"";"";"";"Jeu de voyage";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Master Airscrew";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moins de 8 joueurs";"";"";"";"";"Jeu educatif";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Master Replicas";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Montre";"";"";"";"";"Jeu électronique";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Matchbox";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moteur";"";"";"";"";"Jeux Nintendo DS";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Matra";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moteur electrique";"";"";"";"";"Jeux Nintendo Wii";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mattel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moteur thermique";"";"";"";"";"Jeux PC";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Maverick";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moto";"";"";"";"";"Jeux PS Vita";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Max Steel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moulin a musique";"";"";"";"";"Jeux PS2";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Maya";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mouton";"";"";"";"";"Jeux PS3";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mc Farlane";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Multi-jeux";"";"";"";"";"Jeux PSP";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"McCoy";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Objet";"";"";"";"";"Jeux créatifs";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Meccano";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Oiseau";"";"";"";"";"Jeux de construction";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mega Bloks";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Otarie, Phoque";"";"";"";"";"Jeux de plein air";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Megatech";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Panneau, Feu";"";"";"";"";"Jeux de société";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mehano";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Papeterie";"";"";"";"";"Jeux vidéo";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mercedes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Papillon";"";"";"";"";"Jeux xbox 360";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mercedes-Benz";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Passage a niveau";"";"";"";"";"Jeux éducatifs";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Minnie";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Peinture";"";"";"";"";"Jonglage";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mip";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Peluche";"";"";"";"";"Jouet 1er âge";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mission G";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Peluche musicale";"";"";"";"";"Jouet a bascule";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Miyazawa";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Personnage";"";"";"";"";"Jouet a tracter";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mkd";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Peugeot";"";"";"";"";"Jouet de bain";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Modiano";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Piano, Clavier";"";"";"";"";"Jouet en bois";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mokarex";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Piece detachee";"";"";"";"";"Jouet fille";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mondialslot";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Piece detachee aeronautique";"";"";"";"";"Jouet garçon";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monneret";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Piece detachee automobile";"";"";"";"";"Jouet mecanique";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Monster High";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Piece detachee navale";"";"";"";"";"Jouet miniature";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moto Guzzi";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pierrot";"";"";"";"";"Jouet musical";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Motobecane";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pignon";"";"";"";"";"Juke-box";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Moulinsart";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Piscine gonflable";"";"";"";"";"Jupe";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mrc";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Planeur";"";"";"";"";"Kit de suspension";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Mugen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Plaque de decoration";"";"";"";"";"Kit tour de magie";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Multiplex";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Plastique";"";"";"";"";"Langues etrangeres";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Myscene";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Plastique, PVC";"";"";"";"";"Lecture";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Myth Cloth, Bandai";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Plateau de jeu, Decor";"";"";"";"";"Lettres, Orthographe";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NSR";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Platre";"";"";"";"";"Lit poupée";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NTP";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pliage";"";"";"";"";"Livre";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Neca";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Plomb";"";"";"";"";"Livre de magie";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Nikko";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Plus de 10 joueurs";"";"";"";"";"Livre premier âge";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Ninco";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Plus de 500";"";"";"";"";"Livre, Revue";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Norev";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Plus de 500 jetons";"";"";"";"";"Livre-jeu, LDVELH";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Novarossi";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pneu";"";"";"";"";"Locomotive";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Novi Stars";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pneus, Roues";"";"";"";"";"Logique, Sudoku";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"OS Engine";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Poker";"";"";"";"";"Lot";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Opel";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pont";"";"";"";"";"Lot de cartes";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Orion";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Porsche";"";"";"";"";"Lunettes";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Oui-oui";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Portique multi-activites";"";"";"";"";"Machine a sous, Jackpot";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Panhard";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Poule";"";"";"";"";"Maison de poupee";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Papo";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pour marchandises";"";"";"";"";"Maison de poupée";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Parma";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pour voyageurs";"";"";"";"";"Maison enfant";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Passat";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Promenade";"";"";"";"";"Malette casino";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Paulson";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Protege-cartes, Pochette";"";"";"";"";"Malette, Coffret Poker";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Petiot";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Quete du Graal";"";"";"";"";"Manteau, Veste";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Petit Collin";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"RPG Magazine";"";"";"";"";"Mappemonde";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Peugeot";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Radio";"";"";"";"";"Maquette";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Peynet";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Rail";"";"";"";"";"Maquillage";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Piatnik";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Rangement";"";"";"";"";"Marionnette";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Picco";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Recepteur";"";"";"";"";"Marionnette (A enfiler)";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Piko";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Renault";"";"";"";"";"Marionnette (A fils)";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pirate des Caraïbes";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Resine";"";"";"";"";"Masque";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Pixi";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Robe";"";"";"";"";"Memorisation";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Plafit";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Robot";"";"";"";"";"Microscope";"";"";"";"";""
"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Plastoy";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Sabot, Melangeur";"";"";"";"";"Mobilier de poupee";"";"";"";"";""
